"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US72037","Ceiba Municipio, Puerto Rico","4238","290","13.7","3.8","9.9","3.4","30.5","4.9","12.6","3.3","17.2","3.7","8.2","3.0","3.2","2.0","3.8","2.3","0.8","0.9","0.2","0.3","22945","2422","33516","3719","27.6","(X)","(X)","(X)","(X)","(X)","2830","297","11.3","4.0","6.9","3.1","27.7","6.4","13.0","4.5","20.7","4.8","10.5","4.1","3.5","2.7","5.1","3.2","1.1","1.4","0.2","0.4","28013","6266","38395","5173","(X)","(X)","29.6","(X)","(X)","(X)","1594","217","2.6","2.5","5.6","3.4","22.4","6.4","13.6","6.4","24.3","7.1","16.2","6.8","5.7","4.4","7.2","5.3","2.0","2.5","0.4","0.7","36811","4227","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1408","212","21.7","7.7","14.7","7.3","41.1","9.9","9.9","5.3","7.0","6.4","4.4","3.5","1.3","2.1","0.0","3.5","0.0","3.5","0.0","3.5","17297","1419","20172","2863","(X)","(X)","(X)","(X)","21.4","(X)",
"0500000US72039","Ciales Municipio, Puerto Rico","5446","355","23.9","3.5","12.7","2.9","24.3","4.0","13.4","3.2","14.1","3.6","8.6","2.8","1.9","1.4","1.0","1.0","0.0","0.9","0.0","0.9","19618","1734","25235","1811","37.1","(X)","(X)","(X)","(X)","(X)","4042","345","19.5","4.2","10.3","3.0","23.9","5.0","16.5","4.1","17.0","4.5","8.9","2.6","2.6","1.9","1.3","1.4","0.0","1.2","0.0","1.2","23448","2225","27968","2301","(X)","(X)","39.3","(X)","(X)","(X)","2571","279","10.8","4.7","8.5","4.0","26.4","6.0","19.1","5.4","19.1","5.8","11.0","3.8","4.1","3.0","1.0","1.6","0.0","1.9","0.0","1.9","27565","3903","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1404","260","41.3","8.8","19.3","7.9","29.6","8.7","4.8","4.4","2.4","2.4","2.6","3.2","0.0","3.5","0.0","3.5","0.0","3.5","0.0","3.5","11826","2220","13866","2238","(X)","(X)","(X)","(X)","29.1","(X)",
"0500000US72041","Cidra Municipio, Puerto Rico","14207","434","18.6","2.7","8.5","1.7","21.7","2.6","16.8","2.5","11.5","2.0","11.9","1.8","4.4","1.0","4.8","1.4","1.4","0.7","0.5","0.3","25580","1336","36659","2141","36.0","(X)","(X)","(X)","(X)","(X)","10072","470","15.4","2.6","5.2","1.8","20.2","2.7","19.0","2.9","13.0","2.4","13.4","2.3","5.5","1.4","6.0","1.8","1.8","1.0","0.5","0.3","29577","2085","41149","2396","(X)","(X)","39.9","(X)","(X)","(X)","6020","407","7.2","2.5","4.5","2.1","19.7","3.4","19.1","3.7","14.1","3.5","16.6","3.6","7.3","2.1","8.2","2.5","2.5","1.2","0.9","0.6","34704","3459","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4135","426","29.1","5.8","17.0","4.3","26.8","5.5","12.8","4.3","6.7","2.7","5.3","2.3","1.3","1.0","0.5","0.9","0.0","1.2","0.3","0.5","16138","1627","21703","3352","(X)","(X)","(X)","(X)","21.0","(X)",
"0500000US72043","Coamo Municipio, Puerto Rico","12835","597","25.2","3.2","13.8","2.6","18.6","2.7","11.8","2.4","13.7","2.5","8.6","2.1","5.0","1.5","2.2","1.0","0.5","0.5","0.6","0.5","20569","2208","30213","2254","36.4","(X)","(X)","(X)","(X)","(X)","8154","545","18.6","3.1","10.0","2.6","18.4","3.3","14.5","3.4","16.2","3.4","11.1","2.7","6.0","2.1","3.5","1.6","0.8","0.8","0.9","0.7","26647","2327","36563","3462","(X)","(X)","43.2","(X)","(X)","(X)","4679","461","9.4","3.2","8.8","3.3","17.7","4.4","16.0","4.6","16.1","4.2","14.4","3.7","9.7","3.6","5.5","2.5","1.2","1.3","1.2","1.1","33047","5403","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4681","452","39.7","6.3","21.4","5.5","19.4","4.7","10.1","3.3","5.5","2.3","1.9","1.8","2.1","1.5","0.0","1.1","0.0","1.1","0.0","1.1","12289","1313","16133","1687","(X)","(X)","(X)","(X)","22.9","(X)",
"0500000US72045","Comerío Municipio, Puerto Rico","5420","337","29.2","4.4","16.9","3.5","19.4","4.1","13.4","3.1","11.1","3.1","6.8","2.6","1.4","0.9","1.8","1.4","0.0","0.9","0.0","0.9","16153","1314","23634","2030","27.1","(X)","(X)","(X)","(X)","(X)","3527","351","24.5","5.4","14.3","3.9","19.3","5.3","18.1","4.1","11.5","3.6","8.1","3.7","1.4","1.2","2.7","2.1","0.0","1.4","0.0","1.4","20395","2507","26756","2743","(X)","(X)","28.6","(X)","(X)","(X)","1813","271","15.9","6.9","10.6","5.4","21.3","7.0","22.7","5.1","12.7","5.1","8.8","5.1","2.8","2.4","5.2","4.0","0.0","2.7","0.0","2.7","26334","4430","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1893","261","41.8","7.6","22.6","6.7","20.7","6.0","5.0","3.7","6.2","4.5","3.0","2.2","0.7","1.2","0.0","2.6","0.0","2.6","0.0","2.6","12090","1876","15236","2382","(X)","(X)","(X)","(X)","20.1","(X)",
"0500000US72047","Corozal Municipio, Puerto Rico","10804","524","24.2","3.6","11.2","2.6","19.3","2.8","12.1","2.7","13.7","2.8","10.5","2.6","5.4","1.9","3.1","1.7","0.5","0.4","0.0","0.5","21670","2461","30815","2436","38.2","(X)","(X)","(X)","(X)","(X)","7981","551","19.1","4.7","10.0","3.4","21.0","3.6","11.1","3.0","15.5","3.6","11.8","3.4","7.2","2.5","3.5","2.2","0.7","0.6","0.0","0.6","24933","3647","34499","3275","(X)","(X)","40.5","(X)","(X)","(X)","4764","532","11.5","4.4","9.0","3.9","19.9","4.4","12.3","4.1","17.1","4.5","15.5","4.8","8.8","3.6","5.0","3.2","0.8","0.8","0.0","1.0","33175","5218","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2823","415","41.3","7.9","15.4","4.5","22.2","7.1","9.8","4.8","6.2","3.9","4.1","3.2","0.0","1.8","0.9","1.6","0.0","1.8","0.0","1.8","12465","2737","16345","2800","(X)","(X)","(X)","(X)","28.6","(X)",
"0500000US72049","Culebra Municipio, Puerto Rico","447","59","12.5","6.4","16.8","7.6","18.8","7.5","16.6","8.7","18.6","6.7","6.9","4.9","3.6","3.0","2.9","3.3","1.1","1.6","2.2","2.5","25483","2699","35542","6945","8.9","(X)","(X)","(X)","(X)","(X)","220","50","0.0","20.2","2.7","4.6","19.5","10.3","21.8","14.3","27.3","11.7","10.9","8.4","10.9","8.5","2.3","3.6","2.3","3.3","2.3","4.0","36912","6119","47685","10543","(X)","(X)","10.5","(X)","(X)","(X)","151","46","0.0","27.6","4.0","6.7","8.6","9.2","29.1","19.3","28.5","14.6","12.6","11.5","10.6","9.3","3.3","5.2","3.3","4.6","0.0","27.6","38750","8657","N","N","(X)","(X)","(X)","(X)","(X)","(X)","227","57","24.7","11.6","30.4","12.8","21.6","12.4","11.5","8.6","9.7","6.4","2.2","3.2","0.0","19.6","0.0","19.6","0.0","19.6","0.0","19.6","14401","4153","18076","2863","(X)","(X)","(X)","(X)","5.3","(X)",
"0500000US72051","Dorado Municipio, Puerto Rico","11950","586","20.2","3.0","5.6","1.5","16.1","3.2","10.9","2.1","11.3","2.2","13.3","2.8","8.2","2.0","5.1","1.8","4.3","1.4","5.1","1.6","31485","2911","57560","5542","17.7","(X)","(X)","(X)","(X)","(X)","8171","521","14.5","3.4","3.6","1.7","12.9","3.0","11.9","3.1","13.0","2.8","14.2","3.5","10.6","3.0","7.9","2.7","4.5","1.9","7.0","2.3","41429","4131","68855","7239","(X)","(X)","18.1","(X)","(X)","(X)","5105","500","7.8","3.2","2.2","1.6","10.8","3.2","8.2","2.9","11.4","3.3","17.5","4.8","15.0","4.1","9.9","3.7","6.9","3.1","10.4","3.2","62659","7222","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3779","424","35.2","6.2","9.1","3.5","23.1","6.1","9.2","3.1","7.7","3.3","8.9","4.0","3.8","2.7","0.0","1.3","1.9","2.2","1.1","1.5","16727","2046","29987","8656","(X)","(X)","(X)","(X)","14.3","(X)",
"0500000US72053","Fajardo Municipio, Puerto Rico","12579","503","20.5","2.4","9.9","1.9","20.6","2.6","15.0","2.4","14.6","2.5","12.6","2.2","3.7","1.3","2.0","1.0","0.1","0.1","0.9","0.6","24309","2087","35071","3885","26.7","(X)","(X)","(X)","(X)","(X)","8235","572","18.0","2.8","5.4","1.9","21.9","3.5","17.8","3.3","15.3","3.5","14.4","2.8","4.4","1.7","1.8","1.0","0.3","0.3","0.9","0.7","27059","1678","39097","5541","(X)","(X)","28.6","(X)","(X)","(X)","4088","396","10.1","3.0","2.4","1.6","19.1","4.5","19.3","4.7","19.5","4.9","18.8","4.3","6.6","3.4","3.1","2.0","0.3","0.3","1.0","1.0","34619","4180","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4344","492","26.9","5.1","19.7","4.7","22.2","3.8","10.5","3.4","9.5","2.8","7.7","3.7","1.5","0.9","1.6","1.6","0.0","1.1","0.3","0.6","15803","1244","23435","2891","(X)","(X)","(X)","(X)","18.9","(X)",
"0500000US72054","Florida Municipio, Puerto Rico","4469","367","22.6","5.5","10.7","3.9","21.8","5.2","17.9","5.0","12.9","4.1","9.7","3.8","2.5","2.1","2.0","1.4","0.0","1.1","0.0","1.1","21560","3076","27759","2807","22.2","(X)","(X)","(X)","(X)","(X)","3489","376","17.7","6.0","10.7","4.7","23.7","6.4","17.6","6.0","12.9","5.2","12.4","5.0","2.5","2.3","2.6","1.8","0.0","1.4","0.0","1.4","23145","5101","30004","3136","(X)","(X)","22.6","(X)","(X)","(X)","1791","282","8.3","5.7","12.1","7.2","24.8","9.8","17.9","9.3","12.1","7.0","18.3","8.3","2.2","2.8","4.4","3.5","0.0","2.7","0.0","2.7","28787","7409","N","N","(X)","(X)","(X)","(X)","(X)","(X)","980","243","42.7","14.1","10.6","7.7","23.2","12.9","16.4","11.0","7.1","6.7","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","0.0","5.0","13644","5513","16280","3716","(X)","(X)","(X)","(X)","18.4","(X)",
"0500000US72055","Guánica Municipio, Puerto Rico","5471","312","34.7","4.2","16.5","3.3","17.8","3.3","14.2","3.0","10.1","2.6","5.1","1.9","1.1","0.9","0.5","0.4","0.0","0.9","0.1","0.1","14525","1783","20569","1849","29.8","(X)","(X)","(X)","(X)","(X)","3460","298","30.5","4.9","18.7","4.7","16.2","3.3","13.7","3.6","13.8","4.0","4.7","1.9","1.5","1.4","0.8","0.7","0.0","1.4","0.1","0.2","15536","3464","22367","2818","(X)","(X)","28.1","(X)","(X)","(X)","1823","231","18.6","5.2","11.7","4.5","24.8","5.4","17.0","4.8","15.2","4.9","8.2","3.3","2.9","2.6","1.5","1.3","0.0","2.7","0.0","2.7","22954","2476","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2011","255","49.7","7.6","15.2","5.8","14.7","5.3","12.7","4.7","3.5","1.5","3.8","3.4","0.2","0.3","0.0","2.5","0.0","2.5","0.0","2.5","10066","1523","14557","2142","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US72057","Guayama Municipio, Puerto Rico","14427","649","28.6","3.5","12.4","2.5","18.6","2.5","10.4","2.5","12.0","2.2","10.1","2.3","4.5","1.6","2.3","1.1","0.8","0.5","0.3","0.4","19165","1750","29299","2395","45.2","(X)","(X)","(X)","(X)","(X)","9162","568","25.6","4.0","10.0","2.7","16.2","3.4","10.3","3.1","15.8","3.3","11.9","2.9","5.4","2.0","3.2","1.6","1.2","0.8","0.5","0.6","23633","3200","34431","3397","(X)","(X)","50.1","(X)","(X)","(X)","4933","463","12.3","4.3","11.6","4.0","15.9","4.2","10.2","3.7","18.8","4.2","16.7","4.4","6.1","2.5","5.2","2.7","2.2","1.5","0.9","1.1","35027","6573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5265","598","36.6","5.2","17.0","4.4","24.6","4.8","10.4","3.1","4.6","2.6","4.9","3.3","1.6","1.3","0.2","0.4","0.0","0.9","0.0","0.9","13992","1430","17753","2206","(X)","(X)","(X)","(X)","33.1","(X)",
"0500000US72059","Guayanilla Municipio, Puerto Rico","6327","339","22.3","3.3","15.2","3.1","20.6","3.2","16.8","3.1","14.3","2.7","6.7","2.1","3.4","1.5","0.5","0.5","0.0","0.8","0.1","0.2","21312","2583","26359","1846","16.3","(X)","(X)","(X)","(X)","(X)","4563","343","19.3","4.0","10.8","3.3","22.4","3.8","18.7","3.9","15.8","3.4","7.6","2.4","4.6","2.2","0.7","0.7","0.0","1.1","0.2","0.3","24189","1592","29177","2414","(X)","(X)","15.9","(X)","(X)","(X)","2244","237","6.2","3.0","8.0","3.6","25.3","6.1","19.9","5.8","18.8","5.1","12.6","4.3","7.8","3.8","1.3","1.4","0.0","2.2","0.0","2.2","31372","2632","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1764","243","38.9","7.2","25.2","7.4","17.4","5.1","9.2","3.7","6.9","3.3","2.4","2.3","0.0","2.8","0.0","2.8","0.0","2.8","0.0","2.8","11904","1115","15426","1834","(X)","(X)","(X)","(X)","16.8","(X)",
"0500000US72061","Guaynabo Municipio, Puerto Rico","33464","910","14.0","1.7","6.6","1.0","12.6","1.5","9.5","1.2","11.9","1.5","15.0","1.5","9.3","1.2","9.4","1.4","4.9","0.9","6.9","1.1","43304","2733","71552","3912","33.9","(X)","(X)","(X)","(X)","(X)","21296","901","8.9","1.7","5.1","1.2","11.1","1.7","8.6","1.5","12.6","2.2","16.0","1.8","10.7","1.6","11.6","1.7","6.3","1.3","9.1","1.6","55704","4690","85383","5308","(X)","(X)","36.7","(X)","(X)","(X)","13350","749","2.5","1.1","3.9","1.4","8.0","1.6","5.7","1.5","12.0","2.5","18.1","2.3","12.6","2.2","14.9","2.2","9.0","2.1","13.4","2.3","74783","5633","109332","7309","(X)","(X)","(X)","(X)","(X)","(X)","12168","739","24.7","3.3","9.6","2.0","16.9","3.0","11.0","2.0","10.1","1.9","13.1","2.3","5.5","1.4","5.2","1.7","1.8","0.8","2.2","1.0","23943","2963","42162","4205","(X)","(X)","(X)","(X)","27.1","(X)",
"0500000US72063","Gurabo Municipio, Puerto Rico","14850","610","16.3","2.9","8.7","2.0","12.8","2.2","8.5","2.2","14.6","2.9","16.0","2.6","7.6","1.9","8.5","2.5","2.7","1.3","4.2","1.8","39533","4632","65368","8733","52.1","(X)","(X)","(X)","(X)","(X)","10520","685","11.2","2.9","7.2","1.9","12.0","2.5","9.0","2.9","15.7","3.3","19.0","3.2","7.8","2.3","9.5","3.1","3.5","1.7","5.1","2.5","45609","2075","71780","9505","(X)","(X)","55.4","(X)","(X)","(X)","6491","653","4.3","2.4","4.6","2.1","8.9","3.0","9.3","4.0","15.4","4.1","24.6","4.9","9.0","3.4","11.1","3.7","5.3","2.9","7.6","3.9","56797","4334","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4330","561","30.3","7.1","14.5","4.9","16.1","4.8","6.5","3.2","11.7","4.0","8.4","3.5","7.0","4.0","2.5","2.6","0.9","1.0","2.0","2.1","17445","5452","46173","21116","(X)","(X)","(X)","(X)","40.4","(X)",
"0500000US72065","Hatillo Municipio, Puerto Rico","13503","635","18.2","2.4","11.5","2.2","21.2","3.0","11.4","2.2","13.6","2.6","12.2","2.3","6.7","1.7","3.4","1.5","0.7","0.5","1.2","0.9","24407","3080","36977","2864","33.2","(X)","(X)","(X)","(X)","(X)","9969","624","12.0","2.2","11.3","2.6","17.8","3.3","13.0","2.8","17.1","3.0","14.0","3.0","8.0","2.1","4.6","1.8","0.9","0.7","1.3","0.9","31888","2629","42385","3560","(X)","(X)","34.5","(X)","(X)","(X)","6694","542","6.1","2.1","8.5","2.9","16.1","3.5","14.1","3.2","19.2","3.5","17.7","3.8","9.3","2.9","5.7","2.6","1.3","1.1","1.9","1.4","38505","3741","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3534","506","36.9","6.3","12.8","4.8","30.5","6.6","6.8","3.8","7.0","4.4","3.5","2.6","1.6","2.0","0.8","1.4","0.0","1.4","0.0","1.4","15074","3331","18794","2638","(X)","(X)","(X)","(X)","27.1","(X)",
"0500000US72067","Hormigueros Municipio, Puerto Rico","6139","326","17.7","3.6","12.7","2.9","24.0","3.8","12.5","3.0","12.7","2.9","11.1","2.6","5.6","2.4","3.1","1.5","0.2","0.2","0.5","0.5","22542","2282","34257","3439","27.8","(X)","(X)","(X)","(X)","(X)","4100","314","12.0","3.8","9.6","3.4","23.9","4.9","14.2","3.6","13.7","3.8","15.5","3.8","6.3","3.1","4.6","2.2","0.0","1.2","0.2","0.3","27144","2637","39018","4675","(X)","(X)","32.0","(X)","(X)","(X)","2366","258","9.0","4.5","4.1","2.8","20.8","6.1","12.3","4.4","15.6","5.1","21.5","5.5","9.1","4.7","7.2","3.6","0.0","2.1","0.3","0.6","38333","5921","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2039","261","30.1","6.5","19.1","5.3","26.4","5.9","6.6","3.4","9.9","4.1","2.2","2.3","4.5","3.8","0.0","2.4","0.3","0.4","1.0","1.2","15173","1461","23564","4415","(X)","(X)","(X)","(X)","19.1","(X)",
"0500000US72069","Humacao Municipio, Puerto Rico","18206","784","16.0","2.3","12.1","2.0","20.5","2.1","14.7","2.2","16.3","2.2","9.0","1.7","5.4","1.4","3.5","1.0","0.8","0.5","1.7","0.7","25940","1901","38593","2987","23.9","(X)","(X)","(X)","(X)","(X)","12118","724","10.9","2.4","6.9","1.9","20.6","2.7","17.8","2.5","18.3","2.9","11.2","2.2","6.8","1.8","4.0","1.3","1.0","0.7","2.4","1.1","31016","1654","45686","4337","(X)","(X)","25.8","(X)","(X)","(X)","7666","603","4.6","2.0","4.1","1.6","19.8","3.7","16.0","3.1","22.1","3.9","14.0","3.1","8.8","2.6","5.4","1.8","1.6","1.1","3.6","1.7","37414","2430","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6088","535","29.2","4.5","23.4","4.6","22.1","3.9","9.1","3.2","10.5","3.5","2.9","1.8","1.4","1.0","1.1","1.1","0.0","0.8","0.2","0.3","14499","1147","19855","2205","(X)","(X)","(X)","(X)","18.7","(X)",
"0500000US72071","Isabela Municipio, Puerto Rico","14843","699","27.7","2.4","11.3","2.1","20.2","2.6","11.8","2.2","11.9","2.0","9.6","2.3","4.0","1.5","2.0","0.9","0.9","0.6","0.5","0.4","19965","1487","28937","2213","36.7","(X)","(X)","(X)","(X)","(X)","9966","575","23.0","2.9","8.1","2.1","19.4","3.1","13.8","3.1","14.5","2.5","12.8","3.2","5.0","2.2","2.6","1.2","0.7","0.6","0.2","0.3","24697","2872","32292","2429","(X)","(X)","38.6","(X)","(X)","(X)","5972","463","14.0","3.4","5.8","2.2","19.2","4.1","14.8","3.4","18.8","3.6","17.2","4.4","5.7","2.7","3.0","1.7","1.2","1.0","0.3","0.4","32201","3801","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4877","510","42.1","5.9","17.3","4.6","20.3","4.8","8.1","2.7","6.7","2.6","1.9","1.6","2.4","1.5","0.7","0.8","0.0","1.0","0.5","0.7","12032","1527","18141","2956","(X)","(X)","(X)","(X)","30.7","(X)",
"0500000US72073","Jayuya Municipio, Puerto Rico","4945","384","26.9","4.7","14.2","3.7","20.4","5.1","15.6","4.7","12.2","4.3","7.6","3.5","2.8","1.7","0.0","1.0","0.3","0.5","0.0","1.0","18363","2443","23217","2403","33.5","(X)","(X)","(X)","(X)","(X)","3659","370","23.6","6.1","12.1","3.8","23.0","5.6","14.6","5.7","12.7","5.1","9.8","4.5","3.8","2.3","0.0","1.4","0.4","0.7","0.0","1.4","20842","2665","25934","2838","(X)","(X)","38.2","(X)","(X)","(X)","2020","333","18.7","7.5","9.4","4.5","15.1","5.2","17.9","7.5","16.9","8.0","14.9","7.4","6.3","4.0","0.0","2.4","0.7","1.3","0.0","2.4","28125","3837","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1286","258","45.1","10.9","18.4","9.1","20.9","8.7","8.6","6.1","7.0","5.8","0.0","3.8","0.0","3.8","0.0","3.8","0.0","3.8","0.0","3.8","11109","2733","12251","2662","(X)","(X)","(X)","(X)","20.1","(X)",
"0500000US72075","Juana Díaz Municipio, Puerto Rico","15574","509","22.8","1.9","12.0","1.8","18.6","2.1","13.4","1.7","13.7","2.0","11.2","1.7","4.4","1.3","3.2","1.0","0.3","0.3","0.3","0.3","23035","1552","31695","1741","22.8","(X)","(X)","(X)","(X)","(X)","11047","494","16.5","2.1","10.7","2.0","18.8","2.8","15.0","2.5","15.6","2.2","13.8","2.3","5.5","1.6","3.4","1.3","0.4","0.3","0.3","0.4","27660","2094","35373","2019","(X)","(X)","25.2","(X)","(X)","(X)","6112","494","9.7","2.4","6.4","2.1","16.3","3.3","17.7","3.4","16.5","3.1","19.5","3.7","7.2","2.2","5.6","2.2","0.6","0.5","0.6","0.7","34988","1902","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4527","359","43.3","5.2","15.7","3.9","16.9","4.2","10.6","2.9","8.3","3.1","1.9","1.2","1.4","1.1","1.5","1.5","0.2","0.4","0.3","0.4","11606","1252","18875","2389","(X)","(X)","(X)","(X)","15.3","(X)",
"0500000US72077","Juncos Municipio, Puerto Rico","13145","656","21.1","3.0","11.4","2.4","16.1","3.4","14.0","2.6","14.0","3.0","12.8","2.8","6.3","2.1","3.3","1.4","0.7","0.6","0.2","0.3","25931","2526","34874","2548","38.3","(X)","(X)","(X)","(X)","(X)","9257","651","18.1","4.0","10.0","3.3","14.2","3.2","13.3","3.0","15.9","3.5","16.5","3.6","7.5","2.8","3.8","1.7","0.5","0.5","0.3","0.4","30749","2615","38513","3138","(X)","(X)","42.6","(X)","(X)","(X)","4891","562","6.7","2.9","8.9","3.4","14.5","3.8","13.9","4.4","16.9","4.6","20.9","5.0","12.4","4.4","4.3","2.4","1.0","0.9","0.5","0.7","40389","4664","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3888","432","31.1","6.1","17.1","5.9","20.0","6.6","16.3","5.5","8.8","4.2","3.0","2.3","2.2","2.1","1.5","1.6","0.0","1.3","0.0","1.3","15651","2417","21458","2892","(X)","(X)","(X)","(X)","23.0","(X)",
"0500000US72079","Lajas Municipio, Puerto Rico","8210","454","27.7","4.8","14.9","3.4","23.0","4.0","10.7","2.7","10.2","2.6","9.6","2.9","2.6","1.4","1.0","1.0","0.3","0.3","0.1","0.2","17131","1309","24495","1906","39.1","(X)","(X)","(X)","(X)","(X)","5306","466","22.3","4.8","12.8","4.1","22.8","4.8","12.3","3.4","13.5","3.8","11.6","3.9","3.2","2.0","1.0","1.0","0.4","0.5","0.2","0.3","20353","3140","27578","2422","(X)","(X)","38.7","(X)","(X)","(X)","2765","396","11.1","5.0","18.2","6.7","16.2","5.4","13.7","5.8","17.6","6.3","15.2","5.4","6.2","3.7","1.0","1.2","0.5","0.9","0.4","0.6","27027","3662","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2904","359","40.2","8.0","17.7","5.9","24.8","7.4","10.8","4.4","3.0","1.9","3.0","2.3","0.4","0.7","0.0","1.7","0.0","1.7","0.0","1.7","12831","2211","15672","1903","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US72081","Lares Municipio, Puerto Rico","10165","429","27.8","3.0","10.9","2.2","24.2","3.0","15.1","2.4","10.8","2.2","6.8","1.6","2.1","1.0","1.7","1.0","0.4","0.5","0.2","0.2","18844","1161","25725","2140","26.6","(X)","(X)","(X)","(X)","(X)","7438","416","21.6","3.3","10.5","2.6","25.5","2.9","17.0","2.7","12.2","2.5","7.8","2.1","2.5","1.2","2.1","1.4","0.6","0.6","0.3","0.3","21293","1395","28962","2804","(X)","(X)","26.6","(X)","(X)","(X)","4453","392","16.0","3.9","11.3","3.4","26.1","4.4","18.1","3.8","13.2","3.5","9.0","3.0","2.1","1.4","3.2","2.1","0.7","1.0","0.2","0.3","23491","2102","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2727","315","48.4","6.2","13.6","4.2","22.5","6.1","8.1","3.5","4.7","2.9","2.1","1.6","0.0","1.8","0.6","0.7","0.0","1.8","0.0","1.8","10499","1854","14073","1858","(X)","(X)","(X)","(X)","22.3","(X)",
