,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,pres_raw_county_vote_totals_two_party
47363,2012.0,26133.0,G,PRES,Democratic President Re-election,3981.0,6141.0,10122.0
47364,2016.0,26133.0,G,PRES,Open Seat,2705.0,7336.0,10041.0
47365,2020.0,26133.0,G,PRES,Republican President Re-election,3214.0,8928.0,12142.0
47396,2004.0,26135.0,G,PRES,Republican President Re-election,1792.0,2570.0,4362.0
47397,2008.0,26135.0,G,PRES,Open Seat,1887.0,2320.0,4207.0
47398,2012.0,26135.0,G,PRES,Democratic President Re-election,1657.0,2308.0,3965.0
47399,2016.0,26135.0,G,PRES,Open Seat,1044.0,2843.0,3887.0
47400,2020.0,26135.0,G,PRES,Republican President Re-election,1342.0,3466.0,4808.0
47433,2004.0,26137.0,G,PRES,Republican President Re-election,4674.0,7470.0,12144.0
47434,2008.0,26137.0,G,PRES,Open Seat,5634.0,6752.0,12386.0
47435,2012.0,26137.0,G,PRES,Democratic President Re-election,4681.0,7011.0,11692.0
47436,2016.0,26137.0,G,PRES,Open Seat,3556.0,8266.0,11822.0
47437,2020.0,26137.0,G,PRES,Republican President Re-election,4743.0,9779.0,14522.0
47472,2004.0,26139.0,G,PRES,Republican President Re-election,35552.0,92048.0,127600.0
47473,2008.0,26139.0,G,PRES,Open Seat,50828.0,83330.0,134158.0
47474,2012.0,26139.0,G,PRES,Democratic President Re-election,42737.0,88166.0,130903.0
47475,2016.0,26139.0,G,PRES,Open Seat,44973.0,88467.0,133440.0
47476,2020.0,26139.0,G,PRES,Republican President Re-election,64705.0,100913.0,165618.0
47510,2004.0,26141.0,G,PRES,Republican President Re-election,3432.0,3982.0,7414.0
47511,2008.0,26141.0,G,PRES,Open Seat,3722.0,3606.0,7328.0
47512,2012.0,26141.0,G,PRES,Democratic President Re-election,3192.0,3794.0,6986.0
47513,2016.0,26141.0,G,PRES,Open Seat,2400.0,4488.0,6888.0
47514,2020.0,26141.0,G,PRES,Republican President Re-election,2911.0,5342.0,8253.0
47547,2004.0,26143.0,G,PRES,Republican President Re-election,6810.0,7364.0,14174.0
47548,2008.0,26143.0,G,PRES,Open Seat,7082.0,6727.0,13809.0
47549,2012.0,26143.0,G,PRES,Democratic President Re-election,6198.0,6701.0,12899.0
47550,2016.0,26143.0,G,PRES,Open Seat,4287.0,8141.0,12428.0
47551,2020.0,26143.0,G,PRES,Republican President Re-election,5166.0,9670.0,14836.0
47586,2004.0,26145.0,G,PRES,Republican President Re-election,54887.0,47165.0,102052.0
47587,2008.0,26145.0,G,PRES,Open Seat,60276.0,42225.0,102501.0
47588,2012.0,26145.0,G,PRES,Democratic President Re-election,54381.0,42720.0,97101.0
47589,2016.0,26145.0,G,PRES,Open Seat,44396.0,45469.0,89865.0
47590,2020.0,26145.0,G,PRES,Republican President Re-election,51088.0,50785.0,101873.0
47625,2004.0,26147.0,G,PRES,Republican President Re-election,36174.0,42740.0,78914.0
47626,2008.0,26147.0,G,PRES,Open Seat,40677.0,38536.0,79213.0
47627,2012.0,26147.0,G,PRES,Democratic President Re-election,33983.0,39271.0,73254.0
47628,2016.0,26147.0,G,PRES,Open Seat,24553.0,49051.0,73604.0
47629,2020.0,26147.0,G,PRES,Republican President Re-election,31363.0,59185.0,90548.0
47664,2004.0,26149.0,G,PRES,Republican President Re-election,9648.0,15340.0,24988.0
47665,2008.0,26149.0,G,PRES,Open Seat,12322.0,12886.0,25208.0
47666,2012.0,26149.0,G,PRES,Democratic President Re-election,10112.0,12978.0,23090.0
47667,2016.0,26149.0,G,PRES,Open Seat,7526.0,14884.0,22410.0
47668,2020.0,26149.0,G,PRES,Republican President Re-election,9262.0,18127.0,27389.0
47703,2004.0,26151.0,G,PRES,Republican President Re-election,7883.0,12632.0,20515.0
47704,2008.0,26151.0,G,PRES,Open Seat,9047.0,10679.0,19726.0
47705,2012.0,26151.0,G,PRES,Democratic President Re-election,7212.0,10963.0,18175.0
47706,2016.0,26151.0,G,PRES,Open Seat,4873.0,13446.0,18319.0
47707,2020.0,26151.0,G,PRES,Republican President Re-election,5966.0,16194.0,22160.0
47741,2004.0,26153.0,G,PRES,Republican President Re-election,2137.0,2267.0,4404.0
47742,2008.0,26153.0,G,PRES,Open Seat,2184.0,2058.0,4242.0
47743,2012.0,26153.0,G,PRES,Democratic President Re-election,1865.0,2142.0,4007.0
47744,2016.0,26153.0,G,PRES,Open Seat,1369.0,2556.0,3925.0
47745,2020.0,26153.0,G,PRES,Republican President Re-election,1589.0,3090.0,4679.0
47780,2004.0,26155.0,G,PRES,Republican President Re-election,16881.0,19407.0,36288.0
47781,2008.0,26155.0,G,PRES,Open Seat,19397.0,16268.0,35665.0
47782,2012.0,26155.0,G,PRES,Democratic President Re-election,17197.0,15962.0,33159.0
47783,2016.0,26155.0,G,PRES,Open Seat,12546.0,19230.0,31776.0
47784,2020.0,26155.0,G,PRES,Republican President Re-election,15347.0,23149.0,38496.0
47819,2004.0,26157.0,G,PRES,Republican President Re-election,12631.0,15389.0,28020.0
47820,2008.0,26157.0,G,PRES,Open Seat,13503.0,13740.0,27243.0
47821,2012.0,26157.0,G,PRES,Democratic President Re-election,11425.0,14240.0,25665.0
47822,2016.0,26157.0,G,PRES,Open Seat,7429.0,17102.0,24531.0
47823,2020.0,26157.0,G,PRES,Republican President Re-election,8712.0,20297.0,29009.0
47858,2004.0,26159.0,G,PRES,Republican President Re-election,16151.0,17634.0,33785.0
47859,2008.0,26159.0,G,PRES,Open Seat,18588.0,15534.0,34122.0
47860,2012.0,26159.0,G,PRES,Democratic President Re-election,16290.0,16141.0,32431.0
47861,2016.0,26159.0,G,PRES,Open Seat,13258.0,17890.0,31148.0
47862,2020.0,26159.0,G,PRES,Republican President Re-election,16803.0,21591.0,38394.0
47897,2004.0,26161.0,G,PRES,Republican President Re-election,109953.0,61455.0,171408.0
47898,2008.0,26161.0,G,PRES,Open Seat,130578.0,53946.0,184524.0
47899,2012.0,26161.0,G,PRES,Democratic President Re-election,120890.0,56412.0,177302.0
47900,2016.0,26161.0,G,PRES,Open Seat,128483.0,50631.0,179114.0
47901,2020.0,26161.0,G,PRES,Republican President Re-election,157136.0,56241.0,213377.0
47936,2004.0,26163.0,G,PRES,Republican President Re-election,600047.0,257750.0,857797.0
47937,2008.0,26163.0,G,PRES,Open Seat,660085.0,219582.0,879667.0
47938,2012.0,26163.0,G,PRES,Democratic President Re-election,595846.0,213814.0,809660.0
47939,2016.0,26163.0,G,PRES,Open Seat,519444.0,228993.0,748437.0
47940,2020.0,26163.0,G,PRES,Republican President Re-election,597170.0,264553.0,861723.0
47974,2004.0,26165.0,G,PRES,Republican President Re-election,6034.0,8966.0,15000.0
47975,2008.0,26165.0,G,PRES,Open Seat,7379.0,8044.0,15423.0
47976,2012.0,26165.0,G,PRES,Democratic President Re-election,6184.0,8450.0,14634.0
47977,2016.0,26165.0,G,PRES,Open Seat,4436.0,10000.0,14436.0
47978,2020.0,26165.0,G,PRES,Republican President Re-election,5838.0,12102.0,17940.0
48012,2004.0,27001.0,G,PRES,Republican President Re-election,4539.0,4768.0,9307.0
48013,2008.0,27001.0,G,PRES,Open Seat,4595.0,4589.0,9184.0
48014,2012.0,27001.0,G,PRES,Democratic President Re-election,4412.0,4533.0,8945.0
48015,2016.0,27001.0,G,PRES,Open Seat,3134.0,5516.0,8650.0
48016,2020.0,27001.0,G,PRES,Republican President Re-election,3607.0,6258.0,9865.0
48051,2004.0,27003.0,G,PRES,Republican President Re-election,80226.0,91853.0,172079.0
48052,2008.0,27003.0,G,PRES,Open Seat,86976.0,91357.0,178333.0
48053,2012.0,27003.0,G,PRES,Democratic President Re-election,88614.0,93430.0,182044.0
48054,2016.0,27003.0,G,PRES,Open Seat,75500.0,93339.0,168839.0
48055,2020.0,27003.0,G,PRES,Republican President Re-election,100893.0,104902.0,205795.0
48089,2004.0,27005.0,G,PRES,Republican President Re-election,6756.0,9795.0,16551.0
48090,2008.0,27005.0,G,PRES,Open Seat,7687.0,8851.0,16538.0
48091,2012.0,27005.0,G,PRES,Democratic President Re-election,6829.0,9204.0,16033.0
48092,2016.0,27005.0,G,PRES,Open Seat,5208.0,10880.0,16088.0
48093,2020.0,27005.0,G,PRES,Republican President Re-election,6589.0,12438.0,19027.0
48124,2004.0,27007.0,G,PRES,Republican President Re-election,10592.0,10237.0,20829.0
48125,2008.0,27007.0,G,PRES,Open Seat,12019.0,9762.0,21781.0
48126,2012.0,27007.0,G,PRES,Democratic President Re-election,11818.0,9637.0,21455.0
48127,2016.0,27007.0,G,PRES,Open Seat,8688.0,10783.0,19471.0
48128,2020.0,27007.0,G,PRES,Republican President Re-election,11426.0,12188.0,23614.0
48163,2004.0,27009.0,G,PRES,Republican President Re-election,8059.0,10043.0,18102.0
48164,2008.0,27009.0,G,PRES,Open Seat,8454.0,10338.0,18792.0
48165,2012.0,27009.0,G,PRES,Democratic President Re-election,8173.0,10849.0,19022.0
48166,2016.0,27009.0,G,PRES,Open Seat,5640.0,12872.0,18512.0
48167,2020.0,27009.0,G,PRES,Republican President Re-election,7280.0,14382.0,21662.0
48201,2004.0,27011.0,G,PRES,Republican President Re-election,1536.0,1483.0,3019.0
48202,2008.0,27011.0,G,PRES,Open Seat,1552.0,1362.0,2914.0
48203,2012.0,27011.0,G,PRES,Democratic President Re-election,1345.0,1385.0,2730.0
48204,2016.0,27011.0,G,PRES,Open Seat,921.0,1608.0,2529.0
48205,2020.0,27011.0,G,PRES,Republican President Re-election,1053.0,1863.0,2916.0
48240,2004.0,27013.0,G,PRES,Republican President Re-election,16865.0,15737.0,32602.0
48241,2008.0,27013.0,G,PRES,Open Seat,19325.0,14782.0,34107.0
48242,2012.0,27013.0,G,PRES,Democratic President Re-election,18164.0,14916.0,33080.0
48243,2016.0,27013.0,G,PRES,Open Seat,14428.0,15667.0,30095.0
48244,2020.0,27013.0,G,PRES,Republican President Re-election,18330.0,16731.0,35061.0
48279,2004.0,27015.0,G,PRES,Republican President Re-election,5158.0,8395.0,13553.0
48280,2008.0,27015.0,G,PRES,Open Seat,5809.0,7456.0,13265.0
48281,2012.0,27015.0,G,PRES,Democratic President Re-election,5630.0,7938.0,13568.0
48282,2016.0,27015.0,G,PRES,Open Seat,3763.0,8708.0,12471.0
48283,2020.0,27015.0,G,PRES,Republican President Re-election,4753.0,9552.0,14305.0
48318,2004.0,27017.0,G,PRES,Republican President Re-election,11462.0,6642.0,18104.0
48319,2008.0,27017.0,G,PRES,Open Seat,11501.0,6549.0,18050.0
48320,2012.0,27017.0,G,PRES,Democratic President Re-election,11389.0,6586.0,17975.0
48321,2016.0,27017.0,G,PRES,Open Seat,8460.0,8160.0,16620.0
48322,2020.0,27017.0,G,PRES,Republican President Re-election,10098.0,9791.0,19889.0
48357,2004.0,27019.0,G,PRES,Republican President Re-election,16456.0,28510.0,44966.0
48358,2008.0,27019.0,G,PRES,Open Seat,20654.0,28156.0,48810.0
48359,2012.0,27019.0,G,PRES,Democratic President Re-election,20745.0,31155.0,51900.0
48360,2016.0,27019.0,G,PRES,Open Seat,21508.0,29056.0,50564.0
48361,2020.0,27019.0,G,PRES,Republican President Re-election,30774.0,34009.0,64783.0
48396,2004.0,27021.0,G,PRES,Republican President Re-election,6835.0,8875.0,15710.0
48397,2008.0,27021.0,G,PRES,Open Seat,7276.0,8660.0,15936.0
48398,2012.0,27021.0,G,PRES,Democratic President Re-election,6858.0,8957.0,15815.0
48399,2016.0,27021.0,G,PRES,Open Seat,4949.0,9982.0,14931.0
48400,2020.0,27021.0,G,PRES,Republican President Re-election,6342.0,11620.0,17962.0
48434,2004.0,27023.0,G,PRES,Republican President Re-election,3424.0,3089.0,6513.0
48435,2008.0,27023.0,G,PRES,Open Seat,3280.0,2907.0,6187.0
48436,2012.0,27023.0,G,PRES,Democratic President Re-election,3083.0,2967.0,6050.0
48437,2016.0,27023.0,G,PRES,Open Seat,1978.0,3764.0,5742.0
48438,2020.0,27023.0,G,PRES,Republican President Re-election,2226.0,4250.0,6476.0
48473,2004.0,27025.0,G,PRES,Republican President Re-election,12219.0,15705.0,27924.0
48474,2008.0,27025.0,G,PRES,Open Seat,12783.0,15789.0,28572.0
48475,2012.0,27025.0,G,PRES,Democratic President Re-election,12524.0,16227.0,28751.0
48476,2016.0,27025.0,G,PRES,Open Seat,9278.0,18441.0,27719.0
48477,2020.0,27025.0,G,PRES,Republican President Re-election,11806.0,21916.0,33722.0
48511,2004.0,27027.0,G,PRES,Republican President Re-election,12989.0,14365.0,27354.0
48512,2008.0,27027.0,G,PRES,Open Seat,16666.0,11978.0,28644.0
48513,2012.0,27027.0,G,PRES,Democratic President Re-election,15208.0,12920.0,28128.0
48514,2016.0,27027.0,G,PRES,Open Seat,12971.0,13543.0,26514.0
48515,2020.0,27027.0,G,PRES,Republican President Re-election,16357.0,15043.0,31400.0
48541,2004.0,27029.0,G,PRES,Republican President Re-election,1871.0,2438.0,4309.0
48542,2008.0,27029.0,G,PRES,Open Seat,1877.0,2291.0,4168.0
48543,2012.0,27029.0,G,PRES,Democratic President Re-election,1753.0,2359.0,4112.0
48544,2016.0,27029.0,G,PRES,Open Seat,1100.0,2925.0,4025.0
48545,2020.0,27029.0,G,PRES,Republican President Re-election,1260.0,3372.0,4632.0
48576,2004.0,27031.0,G,PRES,Republican President Re-election,1733.0,1489.0,3222.0
48577,2008.0,27031.0,G,PRES,Open Seat,2019.0,1240.0,3259.0
48578,2012.0,27031.0,G,PRES,Democratic President Re-election,1993.0,1221.0,3214.0
48579,2016.0,27031.0,G,PRES,Open Seat,1912.0,1156.0,3068.0
48580,2020.0,27031.0,G,PRES,Republican President Re-election,2496.0,1203.0,3699.0
48614,2004.0,27033.0,G,PRES,Republican President Re-election,2726.0,3557.0,6283.0
48615,2008.0,27033.0,G,PRES,Open Seat,2759.0,3157.0,5916.0
48616,2012.0,27033.0,G,PRES,Democratic President Re-election,2433.0,3316.0,5749.0
48617,2016.0,27033.0,G,PRES,Open Seat,1678.0,3679.0,5357.0
48618,2020.0,27033.0,G,PRES,Republican President Re-election,1834.0,4165.0,5999.0
48653,2004.0,27035.0,G,PRES,Republican President Re-election,14005.0,19106.0,33111.0
48654,2008.0,27035.0,G,PRES,Open Seat,15859.0,18567.0,34426.0
48655,2012.0,27035.0,G,PRES,Democratic President Re-election,14760.0,19415.0,34175.0
48656,2016.0,27035.0,G,PRES,Open Seat,10982.0,22287.0,33269.0
48657,2020.0,27035.0,G,PRES,Republican President Re-election,13726.0,25676.0,39402.0
48692,2004.0,27037.0,G,PRES,Republican President Re-election,104635.0,108959.0,213594.0
48693,2008.0,27037.0,G,PRES,Open Seat,116778.0,104364.0,221142.0
48694,2012.0,27037.0,G,PRES,Democratic President Re-election,116255.0,109516.0,225771.0
48695,2016.0,27037.0,G,PRES,Open Seat,110483.0,99583.0,210066.0
48696,2020.0,27037.0,G,PRES,Republican President Re-election,146155.0,109638.0,255793.0
48731,2004.0,27039.0,G,PRES,Republican President Re-election,4117.0,5593.0,9710.0
48732,2008.0,27039.0,G,PRES,Open Seat,4463.0,5468.0,9931.0
48733,2012.0,27039.0,G,PRES,Democratic President Re-election,4487.0,5522.0,10009.0
48734,2016.0,27039.0,G,PRES,Open Seat,3102.0,6527.0,9629.0
48735,2020.0,27039.0,G,PRES,Republican President Re-election,4079.0,7783.0,11862.0
48770,2004.0,27041.0,G,PRES,Republican President Re-election,8219.0,11793.0,20012.0
48771,2008.0,27041.0,G,PRES,Open Seat,9256.0,11241.0,20497.0
48772,2012.0,27041.0,G,PRES,Democratic President Re-election,8653.0,11884.0,20537.0
48773,2016.0,27041.0,G,PRES,Open Seat,6227.0,13966.0,20193.0
48774,2020.0,27041.0,G,PRES,Republican President Re-election,7868.0,15799.0,23667.0
48809,2004.0,27043.0,G,PRES,Republican President Re-election,3767.0,4794.0,8561.0
48810,2008.0,27043.0,G,PRES,Open Seat,3736.0,4196.0,7932.0
48811,2012.0,27043.0,G,PRES,Democratic President Re-election,3407.0,4104.0,7511.0
48812,2016.0,27043.0,G,PRES,Open Seat,2153.0,4659.0,6812.0
48813,2020.0,27043.0,G,PRES,Republican President Re-election,2531.0,5191.0,7722.0
48848,2004.0,27045.0,G,PRES,Republican President Re-election,5825.0,5694.0,11519.0
48849,2008.0,27045.0,G,PRES,Open Seat,5921.0,4993.0,10914.0
48850,2012.0,27045.0,G,PRES,Democratic President Re-election,5713.0,4913.0,10626.0
48851,2016.0,27045.0,G,PRES,Open Seat,3872.0,6271.0,10143.0
48852,2020.0,27045.0,G,PRES,Republican President Re-election,4551.0,7301.0,11852.0
48887,2004.0,27047.0,G,PRES,Republican President Re-election,9733.0,7681.0,17414.0
48888,2008.0,27047.0,G,PRES,Open Seat,9915.0,6955.0,16870.0
48889,2012.0,27047.0,G,PRES,Democratic President Re-election,9326.0,6969.0,16295.0
48890,2016.0,27047.0,G,PRES,Open Seat,6041.0,8808.0,14849.0
48891,2020.0,27047.0,G,PRES,Republican President Re-election,6889.0,9578.0,16467.0
48926,2004.0,27049.0,G,PRES,Republican President Re-election,12103.0,13134.0,25237.0
48927,2008.0,27049.0,G,PRES,Open Seat,12420.0,12775.0,25195.0
48928,2012.0,27049.0,G,PRES,Democratic President Re-election,12212.0,12986.0,25198.0
48929,2016.0,27049.0,G,PRES,Open Seat,9446.0,14041.0,23487.0
48930,2020.0,27049.0,G,PRES,Republican President Re-election,11806.0,16052.0,27858.0
48965,2004.0,27051.0,G,PRES,Republican President Re-election,1856.0,1893.0,3749.0
48966,2008.0,27051.0,G,PRES,Open Seat,1850.0,1646.0,3496.0
48967,2012.0,27051.0,G,PRES,Democratic President Re-election,1647.0,1748.0,3395.0
48968,2016.0,27051.0,G,PRES,Open Seat,1105.0,2063.0,3168.0
48969,2020.0,27051.0,G,PRES,Republican President Re-election,1300.0,2269.0,3569.0
49004,2004.0,27053.0,G,PRES,Republican President Re-election,383841.0,255133.0,638974.0
49005,2008.0,27053.0,G,PRES,Open Seat,420958.0,231054.0,652012.0
49006,2012.0,27053.0,G,PRES,Democratic President Re-election,423982.0,240073.0,664055.0
49007,2016.0,27053.0,G,PRES,Open Seat,429288.0,191770.0,621058.0
49008,2020.0,27053.0,G,PRES,Republican President Re-election,532623.0,205973.0,738596.0
49043,2004.0,27055.0,G,PRES,Republican President Re-election,5276.0,5631.0,10907.0
49044,2008.0,27055.0,G,PRES,Open Seat,5906.0,4743.0,10649.0
49045,2012.0,27055.0,G,PRES,Democratic President Re-election,5281.0,4951.0,10232.0
49046,2016.0,27055.0,G,PRES,Open Seat,4145.0,5616.0,9761.0
49047,2020.0,27055.0,G,PRES,Republican President Re-election,4853.0,6334.0,11187.0
49078,2004.0,27057.0,G,PRES,Republican President Re-election,4741.0,6444.0,11185.0
49079,2008.0,27057.0,G,PRES,Open Seat,4872.0,6558.0,11430.0
49080,2012.0,27057.0,G,PRES,Democratic President Re-election,4676.0,6622.0,11298.0
49081,2016.0,27057.0,G,PRES,Open Seat,3423.0,7261.0,10684.0
49082,2020.0,27057.0,G,PRES,Republican President Re-election,4462.0,8202.0,12664.0
49117,2004.0,27059.0,G,PRES,Republican President Re-election,7883.0,11190.0,19073.0
49118,2008.0,27059.0,G,PRES,Open Seat,8248.0,11324.0,19572.0
49119,2012.0,27059.0,G,PRES,Democratic President Re-election,8024.0,11675.0,19699.0
49120,2016.0,27059.0,G,PRES,Open Seat,5657.0,13635.0,19292.0
49121,2020.0,27059.0,G,PRES,Republican President Re-election,7138.0,16491.0,23629.0
49151,2004.0,27061.0,G,PRES,Republican President Re-election,13290.0,10705.0,23995.0
49152,2008.0,27061.0,G,PRES,Open Seat,13460.0,10309.0,23769.0
49153,2012.0,27061.0,G,PRES,Democratic President Re-election,12852.0,10501.0,23353.0
49154,2016.0,27061.0,G,PRES,Open Seat,9015.0,12920.0,21935.0
49155,2020.0,27061.0,G,PRES,Republican President Re-election,10786.0,15239.0,26025.0
49190,2004.0,27063.0,G,PRES,Republican President Re-election,2652.0,3024.0,5676.0
49191,2008.0,27063.0,G,PRES,Open Seat,2618.0,2858.0,5476.0
49192,2012.0,27063.0,G,PRES,Democratic President Re-election,2268.0,3044.0,5312.0
49193,2016.0,27063.0,G,PRES,Open Seat,1492.0,3609.0,5101.0
49194,2020.0,27063.0,G,PRES,Republican President Re-election,1745.0,3948.0,5693.0
49229,2004.0,27065.0,G,PRES,Republican President Re-election,3592.0,4527.0,8119.0
49230,2008.0,27065.0,G,PRES,Open Seat,3743.0,4479.0,8222.0
49231,2012.0,27065.0,G,PRES,Democratic President Re-election,3593.0,4328.0,7921.0
49232,2016.0,27065.0,G,PRES,Open Seat,2327.0,5230.0,7557.0
49233,2020.0,27065.0,G,PRES,Republican President Re-election,2774.0,6278.0,9052.0
49268,2004.0,27067.0,G,PRES,Republican President Re-election,9337.0,11704.0,21041.0
49269,2008.0,27067.0,G,PRES,Open Seat,10125.0,11319.0,21444.0
49270,2012.0,27067.0,G,PRES,Democratic President Re-election,9805.0,11240.0,21045.0
49271,2016.0,27067.0,G,PRES,Open Seat,7266.0,12785.0,20051.0
49272,2020.0,27067.0,G,PRES,Republican President Re-election,8440.0,14437.0,22877.0
49304,2004.0,27069.0,G,PRES,Republican President Re-election,1333.0,1307.0,2640.0
49305,2008.0,27069.0,G,PRES,Open Seat,1492.0,1016.0,2508.0
49306,2012.0,27069.0,G,PRES,Democratic President Re-election,1241.0,1095.0,2336.0
49307,2016.0,27069.0,G,PRES,Open Seat,823.0,1349.0,2172.0
49308,2020.0,27069.0,G,PRES,Republican President Re-election,1006.0,1546.0,2552.0
49333,2004.0,27071.0,G,PRES,Republican President Re-election,3662.0,3539.0,7201.0
49334,2008.0,27071.0,G,PRES,Open Seat,3649.0,2962.0,6611.0
49335,2012.0,27071.0,G,PRES,Democratic President Re-election,3451.0,2841.0,6292.0
49336,2016.0,27071.0,G,PRES,Open Seat,2306.0,3569.0,5875.0
49337,2020.0,27071.0,G,PRES,Republican President Re-election,2659.0,4131.0,6790.0
49371,2004.0,27073.0,G,PRES,Republican President Re-election,2390.0,2093.0,4483.0
49372,2008.0,27073.0,G,PRES,Open Seat,2160.0,1912.0,4072.0
49373,2012.0,27073.0,G,PRES,Democratic President Re-election,1974.0,1938.0,3912.0
49374,2016.0,27073.0,G,PRES,Open Seat,1305.0,2293.0,3598.0
49375,2020.0,27073.0,G,PRES,Republican President Re-election,1446.0,2528.0,3974.0
49410,2004.0,27075.0,G,PRES,Republican President Re-election,4212.0,2769.0,6981.0
49411,2008.0,27075.0,G,PRES,Open Seat,4174.0,2636.0,6810.0
49412,2012.0,27075.0,G,PRES,Democratic President Re-election,4043.0,2610.0,6653.0
49413,2016.0,27075.0,G,PRES,Open Seat,3077.0,2932.0,6009.0
49414,2020.0,27075.0,G,PRES,Republican President Re-election,3647.0,3393.0,7040.0
49435,2004.0,27077.0,G,PRES,Republican President Re-election,921.0,1428.0,2349.0
49436,2008.0,27077.0,G,PRES,Open Seat,971.0,1278.0,2249.0
49437,2012.0,27077.0,G,PRES,Democratic President Re-election,859.0,1306.0,2165.0
49438,2016.0,27077.0,G,PRES,Open Seat,553.0,1540.0,2093.0
49439,2020.0,27077.0,G,PRES,Republican President Re-election,671.0,1704.0,2375.0
49474,2004.0,27079.0,G,PRES,Republican President Re-election,6466.0,7746.0,14212.0
49475,2008.0,27079.0,G,PRES,Open Seat,6994.0,7636.0,14630.0
49476,2012.0,27079.0,G,PRES,Democratic President Re-election,6753.0,7715.0,14468.0
49477,2016.0,27079.0,G,PRES,Open Seat,4623.0,9182.0,13805.0
49478,2020.0,27079.0,G,PRES,Republican President Re-election,5672.0,10775.0,16447.0
49511,2004.0,27081.0,G,PRES,Republican President Re-election,1558.0,1736.0,3294.0
49512,2008.0,27081.0,G,PRES,Open Seat,1517.0,1491.0,3008.0
49513,2012.0,27081.0,G,PRES,Democratic President Re-election,1429.0,1595.0,3024.0
49514,2016.0,27081.0,G,PRES,Open Seat,860.0,1931.0,2791.0
49515,2020.0,27081.0,G,PRES,Republican President Re-election,937.0,2121.0,3058.0
49548,2004.0,27083.0,G,PRES,Republican President Re-election,5292.0,7203.0,12495.0
49549,2008.0,27083.0,G,PRES,Open Seat,6110.0,6315.0,12425.0
49550,2012.0,27083.0,G,PRES,Democratic President Re-election,5465.0,6594.0,12059.0
49551,2016.0,27083.0,G,PRES,Open Seat,3825.0,7256.0,11081.0
49552,2020.0,27083.0,G,PRES,Republican President Re-election,4634.0,7979.0,12613.0
49587,2004.0,27085.0,G,PRES,Republican President Re-election,6712.0,11407.0,18119.0
49588,2008.0,27085.0,G,PRES,Open Seat,7505.0,10993.0,18498.0
49589,2012.0,27085.0,G,PRES,Democratic President Re-election,6968.0,11069.0,18037.0
49590,2016.0,27085.0,G,PRES,Open Seat,4978.0,12155.0,17133.0
49591,2020.0,27085.0,G,PRES,Republican President Re-election,6413.0,13986.0,20399.0
49616,2004.0,27087.0,G,PRES,Republican President Re-election,1339.0,1132.0,2471.0
49617,2008.0,27087.0,G,PRES,Open Seat,1436.0,843.0,2279.0
49618,2012.0,27087.0,G,PRES,Democratic President Re-election,1276.0,871.0,2147.0
49619,2016.0,27087.0,G,PRES,Open Seat,930.0,991.0,1921.0
49620,2020.0,27087.0,G,PRES,Republican President Re-election,1112.0,1142.0,2254.0
49652,2004.0,27089.0,G,PRES,Republican President Re-election,2308.0,3187.0,5495.0
49653,2008.0,27089.0,G,PRES,Open Seat,2311.0,2285.0,4596.0
49654,2012.0,27089.0,G,PRES,Democratic President Re-election,1998.0,2569.0,4567.0
49655,2016.0,27089.0,G,PRES,Open Seat,1225.0,3208.0,4433.0
49656,2020.0,27089.0,G,PRES,Republican President Re-election,1295.0,3721.0,5016.0
49691,2004.0,27091.0,G,PRES,Republican President Re-election,4590.0,6311.0,10901.0
49692,2008.0,27091.0,G,PRES,Open Seat,4413.0,6053.0,10466.0
49693,2012.0,27091.0,G,PRES,Democratic President Re-election,4054.0,6657.0,10711.0
49694,2016.0,27091.0,G,PRES,Open Seat,2733.0,7062.0,9795.0
49695,2020.0,27091.0,G,PRES,Republican President Re-election,3305.0,7480.0,10785.0
49730,2004.0,27093.0,G,PRES,Republican President Re-election,5292.0,6854.0,12146.0
49731,2008.0,27093.0,G,PRES,Open Seat,5380.0,6737.0,12117.0
49732,2012.0,27093.0,G,PRES,Democratic President Re-election,4969.0,6913.0,11882.0
49733,2016.0,27093.0,G,PRES,Open Seat,3191.0,8104.0,11295.0
49734,2020.0,27093.0,G,PRES,Republican President Re-election,3867.0,9359.0,13226.0
49769,2004.0,27095.0,G,PRES,Republican President Re-election,5677.0,7194.0,12871.0
49770,2008.0,27095.0,G,PRES,Open Seat,6072.0,7049.0,13121.0
49771,2012.0,27095.0,G,PRES,Democratic President Re-election,5829.0,6951.0,12780.0
49772,2016.0,27095.0,G,PRES,Open Seat,3710.0,8340.0,12050.0
49773,2020.0,27095.0,G,PRES,Republican President Re-election,4404.0,9952.0,14356.0
49808,2004.0,27097.0,G,PRES,Republican President Re-election,6794.0,9698.0,16492.0
49809,2008.0,27097.0,G,PRES,Open Seat,6547.0,9735.0,16282.0
49810,2012.0,27097.0,G,PRES,Democratic President Re-election,6153.0,10159.0,16312.0
49811,2016.0,27097.0,G,PRES,Open Seat,3637.0,12925.0,16562.0
49812,2020.0,27097.0,G,PRES,Republican President Re-election,4367.0,14821.0,19188.0
49847,2004.0,27099.0,G,PRES,Republican President Re-election,12334.0,7591.0,19925.0
49848,2008.0,27099.0,G,PRES,Open Seat,11605.0,7075.0,18680.0
49849,2012.0,27099.0,G,PRES,Democratic President Re-election,11129.0,6938.0,18067.0
49850,2016.0,27099.0,G,PRES,Open Seat,7437.0,8823.0,16260.0
